ImageId,Label
1219,0
1220,2
1221,0
1222,0
1223,1
1224,0
1225,1
1226,9
1227,9
1228,9
1229,9
1230,0
1231,4
1232,3
1233,0
1234,0
1235,4
1236,1
1237,9
1238,0
1239,0
1240,9
1241,9
1242,0
1243,0
1244,8
1245,2
1246,4
1247,1
1248,4
1249,0
1250,0
1251,6
1252,6
1253,0
1254,0
1255,0
1256,0
1257,7
1258,0
1259,0
1260,1
1261,1
1262,1
1263,0
1264,2
1265,2
1266,0
1267,9
1268,9
1269,8
1270,1
1271,1
1272,0
1273,1
1274,0
1275,0
1276,0
1277,0
1278,2
1279,0
1280,6
1281,1
1282,0
1283,0
1284,0
1285,7
1286,1
1287,0
1288,3
1289,0
1290,1
1291,9
1292,8
1293,0
1294,0
1295,0
1296,9
1297,8
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,1
1305,0
1306,0
1307,0
1308,8
1309,0
1310,0
1311,0
1312,0
1313,9
1314,0
1315,9
1316,0
1317,2
1318,0
1319,7
1320,0
1321,9
1322,0
1323,0
1324,1
1325,0
1326,0
1327,0
1328,0
1329,8
1330,1
1331,0
1332,0
1333,3
1334,1
1335,9
1336,1
1337,0
1338,0
1339,8
1340,2
1341,0
1342,9
1343,1
1344,0
1345,3
1346,0
1347,1
1348,0
1349,1
1350,1
1351,1
1352,6
1353,0
1354,2
1355,0
1356,2
1357,9
1358,2
1359,1
1360,0
1361,9
1362,8
1363,0
1364,3
1365,0
1366,0
1367,0
1368,8
1369,2
1370,1
1371,0
1372,0
1373,6
1374,1
1375,1
1376,0
1377,0
1378,0
1379,9
1380,1
1381,0
1382,0
1383,0
1384,0
1385,1
1386,0
1387,9
1388,8
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,9
1396,9
1397,0
1398,0
1399,1
1400,9
1401,1
1402,1
1403,0
1404,0
1405,0
1406,0
1407,9
1408,0
1409,4
1410,0
1411,9
1412,1
1413,0
1414,1
1415,1
1416,0
1417,0
1418,0
1419,1
1420,0
1421,9
1422,1
1423,1
1424,0
1425,0
1426,0
1427,1
1428,0
1429,8
1430,0
1431,4
1432,0
1433,1
1434,9
1435,0
1436,0
1437,9
1438,0
1439,9
1440,9
1441,0
1442,0
1443,2
1444,0
1445,0
1446,8
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,9
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,1
1463,1
1464,0
1465,2
1466,0
1467,3
1468,1
1469,0
1470,0
1471,1
1472,0
1473,0
1474,1
1475,9
1476,3
1477,2
1478,9
1479,4
1480,0
1481,8
1482,1
1483,0
1484,0
1485,4
1486,0
1487,0
1488,8
1489,9
1490,0
1491,0
1492,0
1493,8
1494,9
1495,0
1496,0
1497,1
1498,0
1499,1
1500,0
1501,0
1502,1
1503,0
1504,0
1505,0
1506,0
1507,0
1508,1
1509,0
1510,0
1511,0
1512,0
1513,6
1514,0
1515,1
1516,0
1517,1
1518,0
1519,0
1520,0
1521,0
1522,0
1523,9
1524,1
1525,1
1526,0
1527,8
1528,0
1529,1
1530,0
1531,4
1532,1
1533,8
1534,0
1535,0
1536,1
1537,0
1538,0
1539,0
1540,0
1541,1
1542,1
1543,3
1544,0
1545,0
1546,0
1547,9
1548,7
1549,0
1550,4
1551,0
1552,0
1553,1
1554,9
1555,2
1556,1
1557,0
1558,8
1559,1
1560,0
1561,0
1562,0
1563,0
1564,7
1565,1
1566,0
1567,1
1568,0
1569,9
1570,0
1571,0
1572,0
1573,0
1574,0
1575,1
1576,2
1577,0
1578,1
1579,0
1580,2
1581,0
1582,0
1583,8
1584,1
1585,0
1586,0
1587,2
1588,0
1589,0
1590,2
1591,3
1592,0
1593,0
1594,0
1595,2
1596,9
1597,1
1598,3
1599,2
1600,0
1601,0
1602,1
1603,0
1604,0
1605,2
1606,0
1607,3
1608,0
1609,0
1610,1
1611,0
1612,9
1613,3
1614,0
1615,1
1616,9
1617,3
1618,2
1619,1
1620,1
1621,0
1622,0
1623,1
1624,0
1625,0
1626,0
1627,9
1628,0
1629,0
1630,0
1631,0
1632,9
1633,0
1634,0
1635,1
1636,0
1637,0
1638,0
1639,8
1640,0
1641,3
1642,0
1643,0
1644,1
1645,1
1646,0
1647,6
1648,1
1649,0
1650,0
1651,1
1652,1
1653,0
1654,0
1655,8
1656,9
1657,0
1658,2
1659,4
1660,0
1661,1
1662,3
1663,0
1664,1
1665,0
1666,3
1667,6
1668,0
1669,0
1670,8
1671,8
1672,3
1673,4
1674,1
1675,9
1676,0
1677,2
1678,0
1679,1
1680,1
1681,0
1682,1
1683,0
1684,0
1685,3
1686,0
1687,1
1688,3
1689,3
1690,0
1691,1
1692,1
1693,0
1694,0
1695,1
1696,0
1697,0
1698,1
1699,9
1700,0
1701,2
1702,0
1703,0
1704,9
1705,0
1706,3
1707,0
1708,0
1709,0
1710,0
1711,0
1712,1
1713,0
1714,0
1715,4
1716,9
1717,7
1718,0
1719,2
1720,1
1721,0
1722,3
1723,0
1724,0
1725,0
1726,2
1727,1
1728,0
1729,0
1730,9
1731,0
1732,4
1733,1
1734,9
1735,0
1736,0
1737,0
1738,1
1739,1
1740,0
1741,0
1742,1
1743,1
1744,9
1745,1
1746,0
1747,1
1748,0
1749,0
1750,0
1751,0
1752,1
1753,0
1754,0
1755,3
1756,0
1757,0
1758,3
1759,0
1760,0
1761,8
1762,0
1763,0
1764,9
1765,1
1766,0
1767,4
1768,0
1769,0
1770,1
1771,0
1772,2
1773,2
1774,1
1775,3
1776,0
1777,8
1778,2
1779,0
1780,4
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,2
1788,0
1789,2
1790,2
1791,9
1792,1
1793,9
1794,0
1795,9
1796,2
1797,2
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,3
1806,0
1807,4
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,1
1815,1
1816,0
1817,1
1818,0
1819,0
1820,2
1821,0
1822,0
1823,1
1824,0
1825,9
1826,9
1827,3
1828,0
1829,0
1830,0
1831,9
1832,0
1833,8
1834,0
1835,1
1836,0
1837,0
1838,9
1839,0
1840,0
1841,0
1842,2
1843,4
1844,3
1845,0
1846,2
1847,0
1848,1
1849,0
1850,0
1851,0
1852,8
1853,8
1854,4
1855,7
1856,4
1857,0
1858,6
1859,0
1860,7
1861,3
1862,1
1863,0
1864,1
1865,1
1866,0
1867,1
1868,0
1869,0
1870,1
1871,0
1872,2
1873,2
1874,6
1875,9
1876,0
1877,2
1878,0
1879,2
1880,1
1881,0
1882,0
1883,0
1884,3
1885,0
1886,4
1887,1
1888,1
1889,0
1890,0
1891,9
1892,1
1893,0
1894,0
1895,0
1896,1
1897,1
1898,0
1899,8
1900,4
1901,0
1902,0
1903,0
1904,3
1905,0
1906,9
1907,0
1908,0
1909,9
1910,0
1911,1
1912,0
1913,0
1914,9
1915,1
1916,0
1917,9
1918,0
1919,0
1920,9
1921,0
1922,6
1923,0
1924,2
1925,9
1926,2
1927,1
1928,0
1929,0
1930,0
1931,0
1932,8
1933,6
1934,1
1935,0
1936,1
1937,0
1938,0
1939,0
1940,3
1941,9
1942,7
1943,0
1944,0
1945,0
1946,0
1947,8
1948,0
1949,0
1950,0
1951,1
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,1
1959,0
1960,0
1961,1
1962,3
1963,0
1964,0
1965,1
1966,0
1967,1
1968,0
1969,0
1970,0
1971,9
1972,4
1973,0
1974,0
1975,0
1976,4
1977,0
1978,9
1979,1
1980,0
1981,9
1982,4
1983,0
1984,0
1985,0
1986,0
1987,0
1988,1
1989,0
1990,5
1991,9
1992,0
1993,0
1994,8
1995,0
1996,2
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,1
2004,0
2005,7
2006,0
2007,1
2008,9
2009,0
2010,1
2011,1
2012,0
2013,1
2014,6
2015,0
2016,0
2017,0
2018,0
2019,0
2020,1
2021,0
2022,9
2023,0
2024,0
2025,2
2026,0
2027,0
2028,0
2029,0
2030,9
2031,0
2032,1
2033,2
2034,0
2035,0
2036,1
2037,6
2038,0
2039,2
2040,1
2041,0
2042,0
2043,0
2044,4
2045,9
2046,2
2047,8
2048,0
2049,2
2050,4
2051,0
2052,9
2053,0
2054,1
2055,8
2056,8
2057,9
2058,3
2059,3
2060,0
2061,9
2062,0
2063,1
2064,0
2065,0
2066,0
2067,2
2068,9
2069,1
2070,9
2071,9
2072,4
2073,0
2074,4
2075,0
2076,0
2077,9
2078,0
2079,0
2080,0
2081,2
2082,1
2083,0
2084,8
2085,2
2086,0
2087,0
2088,1
2089,0
2090,0
2091,7
2092,3
2093,3
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2102,0
2103,0
2104,2
2105,0
2106,0
2107,0
2108,1
2109,0
2110,0
2111,0
2112,0
2113,0
2114,2
2115,2
2116,0
2117,0
2118,0
2119,2
2120,1
2121,0
2122,2
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,8
2131,0
2132,9
2133,0
2134,0
2135,1
2136,6
2137,0
2138,1
2139,0
2140,0
2141,6
2142,1
2143,1
2144,0
2145,1
2146,0
2147,0
2148,1
2149,1
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,2
2159,0
2160,8
2161,9
2162,1
2163,1
2164,1
2165,0
2166,3
2167,0
2168,1
2169,0
2170,1
2171,9
2172,0
2173,2
2174,0
2175,1
2176,0
2177,0
2178,2
2179,0
2180,9
2181,0
2182,0
2183,0
2184,0
2185,0
2186,1
2187,0
2188,1
2189,7
2190,4
2191,0
2192,9
2193,0
2194,7
2195,0
2196,8
2197,0
2198,9
2199,1
2200,0
2201,1
2202,9
2203,3
2204,0
2205,0
2206,0
2207,2
2208,0
2209,1
2210,8
2211,0
2212,0
2213,0
2214,1
2215,1
2216,0
2217,0
2218,0
2219,0
2220,1
2221,1
2222,1
2223,0
2224,0
2225,0
2226,1
2227,0
2228,2
2229,1
2230,1
2231,4
2232,2
2233,2
2234,1
2235,1
2236,0
2237,9
2238,4
2239,8
2240,0
2241,8
2242,9
2243,0
2244,8
2245,9
2246,4
2247,0
2248,0
2249,3
2250,3
2251,9
2252,0
2253,3
2254,0
2255,9
2256,1
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,1
2266,8
2267,0
2268,0
2269,2
2270,0
2271,1
2272,0
2273,0
2274,0
2275,0
2276,1
2277,0
2278,0
2279,0
2280,0
2281,9
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,9
2290,0
2291,1
2292,4
2293,2
2294,1
2295,0
2296,3
2297,6
2298,1
2299,8
2300,1
2301,0
2302,0
2303,0
2304,3
2305,4
2306,0
2307,0
2308,0
2309,1
2310,0
2311,4
2312,0
2313,9
2314,0
2315,0
2316,1
2317,2
2318,0
2319,3
2320,2
2321,0
2322,4
2323,2
2324,0
2325,9
2326,3
2327,0
2328,0
2329,3
2330,0
2331,8
2332,2
2333,1
2334,9
2335,8
2336,0
2337,0
2338,0
2339,9
2340,9
2341,0
2342,0
2343,0
2344,0
2345,0
2346,9
2347,9
2348,0
2349,0
2350,0
2351,9
2352,0
2353,0
2354,0
2355,4
2356,1
2357,0
2358,1
2359,8
2360,0
2361,0
2362,0
2363,0
2364,0
2365,1
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,2
2373,4
2374,2
2375,1
2376,1
2377,0
2378,0
2379,6
2380,0
2381,0
2382,1
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,8
2390,8
2391,0
2392,0
2393,0
2394,0
2395,1
2396,1
2397,0
2398,0
2399,0
2400,1
2401,0
2402,0
2403,1
2404,1
2405,0
2406,0
2407,1
2408,0
2409,0
2410,0
2411,9
2412,0
2413,1
2414,9
2415,0
2416,9
2417,0
2418,9
2419,2
2420,2
2421,0
2422,0
2423,0
2424,0
2425,0
2426,9
2427,0
2428,3
2429,4
2430,2
2431,0
2432,0
2433,0
2434,3
2435,0
2436,1
2437,0
2438,9
2439,0
2440,1
2441,0
2442,0
2443,9
2444,2
2445,2
2446,0
2447,0
2448,4
2449,0
2450,1
2451,0
2452,8
2453,3
2454,0
2455,1
2456,0
2457,0
2458,1
2459,9
2460,0
2461,7
2462,0
2463,0
2464,3
2465,0
2466,1
2467,0
2468,0
2469,3
2470,9
2471,7
2472,1
2473,1
2474,9
2475,0
2476,0
2477,3
2478,0
2479,0
2480,2
2481,1
2482,1
2483,9
2484,0
2485,1
2486,0
2487,9
2488,0
2489,9
2490,0
2491,1
2492,0
2493,6
2494,6
2495,9
2496,0
2497,0
2498,2
2499,2
2500,1
2501,3
2502,0
2503,6
2504,0
2505,1
2506,0
2507,2
2508,0
2509,1
2510,0
2511,0
2512,2
2513,1
2514,0
2515,2
2516,1
2517,0
2518,0
2519,0
2520,0
2521,0
2522,2
2523,0
2524,0
2525,1
2526,0
2527,3
2528,0
2529,0
2530,0
2531,0
2532,4
2533,1
2534,0
2535,9
2536,2
2537,9
2538,2
2539,0
2540,1
2541,1
2542,0
2543,0
2544,1
2545,1
2546,0
2547,0
2548,2
2549,9
2550,0
2551,3
2552,0
2553,8
2554,0
2555,8
2556,0
2557,0
2558,2
2559,0
2560,9
2561,9
2562,5
2563,0
2564,1
2565,3
2566,6
2567,0
2568,9
2569,9
2570,0
2571,6
2572,8
2573,0
2574,0
2575,1
2576,0
2577,0
2578,3
2579,0
2580,1
2581,0
2582,9
2583,0
2584,0
2585,1
2586,0
2587,0
2588,0
2589,0
2590,2
2591,9
2592,1
2593,0
2594,1
2595,0
2596,8
2597,0
2598,2
2599,4
2600,0
2601,0
2602,9
2603,0
2604,3
2605,9
2606,0
2607,0
2608,1
2609,0
2610,0
2611,0
2612,0
2613,4
2614,0
2615,0
2616,9
2617,0
2618,1
2619,3
2620,1
2621,0
2622,2
2623,1
2624,0
2625,0
2626,1
2627,9
2628,0
2629,6
2630,0
2631,0
2632,0
2633,1
2634,9
2635,4
2636,9
2637,9
2638,2
2639,2
2640,1
2641,1
2642,0
2643,2
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,1
2652,0
2653,1
2654,9
2655,0
2656,1
2657,0
2658,9
2659,0
2660,9
2661,1
2662,0
2663,0
2664,0
2665,0
2666,0
2667,4
2668,9
2669,0
2670,0
2671,2
2672,0
2673,0
2674,0
2675,4
2676,2
2677,4
2678,0
2679,2
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,1
2688,0
2689,0
2690,0
2691,2
2692,0
2693,0
2694,0
2695,9
2696,0
2697,1
2698,0
2699,9
2700,0
2701,1
2702,0
2703,9
2704,0
2705,3
2706,1
2707,9
2708,0
2709,0
2710,0
2711,9
2712,1
2713,0
2714,1
2715,1
2716,6
2717,8
2718,0
2719,0
2720,0
2721,1
2722,0
2723,2
2724,8
2725,0
2726,0
2727,0
2728,0
2729,1
2730,1
2731,6
2732,0
2733,9
2734,0
2735,1
2736,0
2737,9
2738,8
2739,0
2740,1
2741,0
2742,0
2743,0
2744,0
2745,4
2746,0
2747,0
2748,0
2749,0
2750,0
2751,4
2752,1
2753,1
2754,9
2755,0
2756,3
2757,0
2758,0
2759,2
2760,8
2761,9
2762,0
2763,1
2764,1
2765,8
2766,1
2767,0
2768,2
2769,3
2770,1
2771,0
2772,0
2773,8
2774,0
2775,0
2776,7
2777,0
2778,0
2779,0
2780,1
2781,0
2782,1
2783,1
2784,8
2785,2
2786,2
2787,1
2788,1
2789,0
2790,9
2791,0
2792,0
2793,0
2794,0
2795,1
2796,0
2797,6
2798,0
2799,0
2800,0
2801,4
2802,4
2803,0
2804,0
2805,0
2806,2
2807,0
2808,0
2809,0
2810,0
2811,0
2812,1
2813,9
2814,2
2815,9
2816,0
2817,1
2818,0
2819,1
2820,1
2821,0
2822,1
2823,0
2824,1
2825,0
2826,4
2827,6
2828,1
2829,9
2830,1
2831,9
2832,2
2833,9
2834,1
2835,0
2836,0
2837,0
2838,1
2839,1
2840,0
2841,9
2842,0
2843,1
2844,1
2845,0
2846,1
2847,2
2848,1
2849,9
2850,4
2851,1
2852,0
2853,0
2854,1
2855,0
2856,0
2857,9
2858,6
2859,0
2860,3
2861,3
2862,4
2863,0
2864,1
2865,1
2866,6
2867,0
2868,1
2869,1
2870,2
2871,1
2872,6
2873,0
2874,1
2875,9
2876,0
2877,4
2878,0
2879,0
2880,1
2881,0
2882,9
2883,0
2884,1
2885,0
2886,0
2887,0
2888,0
2889,8
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,9
2897,0
2898,0
2899,1
2900,0
2901,0
2902,3
2903,1
2904,1
2905,2
2906,0
2907,0
2908,0
2909,1
2910,8
2911,1
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,6
2919,1
2920,2
2921,2
2922,8
2923,9
2924,9
2925,0
2926,2
2927,0
2928,7
2929,0
2930,5
2931,1
2932,0
2933,0
2934,3
2935,0
2936,8
2937,0
2938,2
2939,1
2940,0
2941,1
2942,9
2943,0
2944,0
2945,7
2946,0
2947,9
2948,9
2949,0
2950,8
2951,9
2952,1
2953,1
2954,0
2955,0
2956,0
2957,0
2958,0
2959,1
2960,0
2961,0
2962,2
2963,9
2964,0
2965,0
2966,0
2967,9
2968,1
2969,8
2970,0
2971,2
2972,2
2973,9
2974,0
2975,9
2976,1
2977,1
2978,1
2979,1
2980,4
2981,0
2982,0
2983,1
2984,0
2985,0
2986,0
2987,9
2988,2
2989,0
2990,2
2991,3
2992,1
2993,5
2994,0
2995,1
2996,0
